sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
100mg - 30ml(1oz) Select Hemp Oil Drops Cherry Flavor CBD,,cbdset,simple,"New Health CBD/Shop Products,New Health CBD/Shop Products/Tinctures",NWHBCBD,100mg - 30ml (1oz) Select Hemp Oil Drops Cherry Flavor CBD,,,,1,,,37.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cbd_per_serving=Approx. 3.3mg of CBD per serving.,expr_date=12/20/19,manufacturer_product_number=B1C-0002",6,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,"100mg - 30ml(1oz) Select Hemp Oil Drops Natural Flavor CBD,100mg - 30ml(1oz) Select Hemp Oil Drops Mint Flavor CBD","1,2","3000mg - 120ml livestocktincSelectOrganicHempOilNaturalFlavorCBD,6000mg - 120ml livestocktincSelectOrganicHempOilNaturalFlavorCBD,25mg - 30ct. Select CBD Capsules,50mg - 1.7oz Select Hemp Oil BALM CBD,500mg - 1.7oz Select Hemp Oil BALM CBD,240mg -60ml Pet Drops Select Organic Hemp Oil Natural Flavor CBD,500mg - 60ml ZERO THC - Cherry Flavor,3000mg - 60ml ZERO THC - Cherry Flavor,1000mg - 120ml ZERO THC - Cherry Flavor,6000mg - 120ml ZERO THC - Cherry Flavor,100mg - 2oz Select Soothing Cream Hemp Oil CBD","1,2,3,4,5,6,7,8,9,10,11","500mg - 60ml Select Hemp Oil Drops Natural Flavor CBD,500mg - 60ml Select Hemp Oil Drops Cherry Flavor CBD,500mg - 60ml Select Hemp Oil Drops Mint Flavor CBD","1,2,3",/w/h/wh_cbd.product-30.jpg,,,,,,,,,,,,
